scientificName,phylum,class,order,family,genus,target_group,Genus,FBname,Length,LTypeMaxM,DemersPelag,DepthRangeShallow,DepthRangeDeep,BodyShapeI,AnaCat,Importance,MainCatchingMethod
Benthalbella infans,Chordata,Teleostei,Aulopiformes,Scopelarchidae,Benthalbella,fish,Benthalbella,Zugmayer's pearleye,13.800000190734863,SL,bathypelagic,0,4740,elongated,oceanodromous,of no interest,NA
Apterichtus kendalli,Chordata,Teleostei,Anguilliformes,Ophichthidae,Apterichtus,fish,Apterichtus,Finless eel,60,TL,demersal,3,400,eel-like,NA,NA,NA
Sphyraena picudilla,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,fish,Sphyraena,Southern sennet,61,FL,reef-associated,1,65,elongated,NA,minor commercial,gillnets
Echeneis naucrates,Chordata,Teleostei,Carangiformes,Echeneidae,Echeneis,fish,Echeneis,Live sharksucker,110,TL,reef-associated,1,85,elongated,NA,minor commercial,various gears
Etmopterus hillianus,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,fish,Etmopterus,Caribbean lanternshark,29.5,TL,pelagic-oceanic,180,717,elongated,NA,subsistence fisheries,NA
Sphyraena guachancho,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena,fish,Sphyraena,Guachanche barracuda,200,TL,pelagic-neritic,0,100,elongated, ,commercial,trawls
Neoepinnula orientalis,Chordata,Teleostei,Scombriformes,Gempylidae,Neoepinnula,fish,Neoepinnula,Sackfish,30,SL,benthopelagic,200,570,elongated,NA,subsistence fisheries,trawls
Bregmaceros mcclellandi,Chordata,Teleostei,Gadiformes,Bregmacerotidae,Bregmaceros,fish,Bregmaceros,Unicorn cod,9.600000381469727,SL,pelagic-oceanic,0,2000,elongated,oceanodromous,commercial,NA
Malacanthus plumieri,Chordata,Teleostei,Eupercaria incertae sedis,Malacanthidae,Malacanthus,fish,Malacanthus,Sand tilefish,70,SL,reef-associated,10,153,elongated,NA,minor commercial,hooks and lines
Barbantus curvifrons,Chordata,Teleostei,Alepocephaliformes,Platytroctidae,Barbantus,fish,Barbantus,Palebelly searsid,13.100000381469727,SL,bathypelagic,0,4500,elongated,NA,NA,NA
Oncorhynchus tshawytscha,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,fish,Oncorhynchus,Chinook salmon,150,TL,benthopelagic,0,375,fusiform / normal,anadromous,highly commercial,NA
Xyelacyba myersi,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Xyelacyba,fish,Xyelacyba,Gargoyle cusk,57,TL,bathydemersal,984,2500,fusiform / normal,NA,of no interest,trawls
Monacoa grimaldii,Chordata,Teleostei,Argentiniformes,Opisthoproctidae,Monacoa,fish,Monacoa,Mirrorbelly,8,SL,bathypelagic,0,4750,short and / or deep,NA,of no interest,NA
Eustomias macronema,Chordata,Teleostei,Stomiiformes,Stomiidae,Eustomias,fish,Eustomias,Bigbarb dragonfish,17.200000762939453,SL,bathypelagic,NA,NA,elongated,NA,of potential interest,NA
Oligoplites saurus,Chordata,Teleostei,Carangiformes,Carangidae,Oligoplites,fish,Oligoplites,Leatherjacket,35,TL,reef-associated,0,50,fusiform / normal,NA,minor commercial,NA
Scopelarchoides danae,Chordata,Teleostei,Aulopiformes,Scopelarchidae,Scopelarchoides,fish,Scopelarchoides,Dana pearleye,12.300000190734863,SL,bathypelagic,0,1850,elongated,oceanodromous,of no interest,NA
Scarus vetula,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,fish,Scarus,Queen parrotfish,61,TL,reef-associated,3,25,fusiform / normal,NA,minor commercial,traps
Hypoplectrus unicolor,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus,fish,Hypoplectrus,Butter hamlet,12.699999809265137,TL,reef-associated,NA,NA,short and / or deep,NA,commercial,NA
Chloroscombrus chrysurus,Chordata,Teleostei,Carangiformes,Carangidae,Chloroscombrus,fish,Chloroscombrus,Atlantic bumper,65,TL,pelagic-neritic,0,110,fusiform / normal, ,commercial, 
Cosmocampus elucens,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Cosmocampus,fish,Cosmocampus,Shortfin pipefish,15,TL,reef-associated,1,345,eel-like,NA,NA,NA
Neogobius melanostomus,Chordata,Teleostei,Gobiiformes,Gobiidae,Neogobius,fish,Neogobius,Round goby,35,TL,demersal,0,30,fusiform / normal,amphidromous,commercial, 
Leptostomias longibarba,Chordata,Teleostei,Stomiiformes,Stomiidae,Leptostomias,fish,Leptostomias,Treathed dragon fish,32.5,SL,bathypelagic,NA,NA,elongated,NA,NA,NA
Malacocephalus laevis,Chordata,Teleostei,Gadiformes,Macrouridae,Malacocephalus,fish,Malacocephalus,Softhead grenadier,60,TL,bathydemersal,200,1000,elongated,non-migratory,minor commercial,trawls
Holacanthus ciliaris,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Holacanthus,fish,Holacanthus,Queen angelfish,45,TL,reef-associated,1,70,short and / or deep,non-migratory,minor commercial,traps
Eutaeniophorus festivus,Chordata,Teleostei,Beryciformes,Cetomimidae,Eutaeniophorus,fish,Eutaeniophorus,Festive ribbonfish,5.300000190734863,TL,bathypelagic,0,200,elongated,NA,of no interest,NA
Sargocentron coruscum,Chordata,Teleostei,Holocentriformes,Holocentridae,Sargocentron,fish,Sargocentron,Reef squirrelfish,15,TL,reef-associated,1,30,fusiform / normal,NA,commercial,NA
Kyphosus incisor,Chordata,Teleostei,Centrarchiformes,Kyphosidae,Kyphosus,fish,Kyphosus,Yellow sea chub,90,SL,reef-associated,1,15,fusiform / normal,NA,minor commercial,hooks and lines
Hoplunnis tenuis,Chordata,Teleostei,Anguilliformes,Nettastomatidae,Hoplunnis,fish,Hoplunnis,Spotted pike-conger,46,TL,bathydemersal,130,420,eel-like,NA,NA,NA
Bascanichthys scuticaris,Chordata,Teleostei,Anguilliformes,Ophichthidae,Bascanichthys,fish,Bascanichthys,Whip eel,76,TL,reef-associated,NA,NA,eel-like,NA,NA,NA
Ostichthys trachypoma,Chordata,Teleostei,Holocentriformes,Holocentridae,Ostichthys,fish,Ostichthys,Bigeye soldierfish,20,TL,demersal,37,550,short and / or deep,NA,NA,NA
Fowlerichthys ocellatus,Chordata,Teleostei,Lophiiformes,Antennariidae,Fowlerichthys,fish,Fowlerichthys,Ocellated frogfish,38,TL,reef-associated,1,500,short and / or deep,NA,subsistence fisheries,NA
Pristipomoides aquilonaris,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Pristipomoides,fish,Pristipomoides,Wenchman,56,TL,demersal,24,370,fusiform / normal,NA,minor commercial,trawls
Neobathyclupea argentea,Chordata,Teleostei,Acropomatiformes,Bathyclupeidae,Neobathyclupea,fish,Neobathyclupea,West Atlantic (silver) deepsea herring,25.600000381469727,TL,pelagic-oceanic,259,677,elongated,NA,NA,NA
Carcharhinus altimus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,fish,Carcharhinus,Bignose shark,300,TL,reef-associated,12,810,fusiform / normal,NA,minor commercial,various gears
Astroscopus ygraecum,Chordata,Teleostei,Perciformes,Uranoscopidae,Astroscopus,fish,Astroscopus,Southern stargazer,44,TL,reef-associated,2,100,elongated,NA,NA,NA
Cubiceps capensis,Chordata,Teleostei,Scombriformes,Nomeidae,Cubiceps,fish,Cubiceps,Cape fathead,101,TL,pelagic-oceanic,0,140,fusiform / normal,oceanodromous,minor commercial,NA
Melanonus gracilis,Chordata,Teleostei,Gadiformes,Melanonidae,Melanonus,fish,Melanonus,Pelagic cod,18.700000762939453,SL,bathypelagic,150,3613,elongated,oceanodromous,of no interest,trawls
Brotulotaenia nigra,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Brotulotaenia,fish,Brotulotaenia,Dark cusk,30,SL,bathypelagic,1000,1100,eel-like,NA,of no interest,NA
Lobotes surinamensis,Chordata,Teleostei,Acanthuriformes,Lobotidae,Lobotes,fish,Lobotes,Tripletail,110,TL,benthopelagic,0,70,short and / or deep,oceanodromous,commercial,various gears
Coryphaenoides mediterraneus,Chordata,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,fish,Coryphaenoides,Mediterranean grenadier,73,TL,bathypelagic,1000,4262,elongated,NA,NA,NA
Hyporhamphus roberti,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus,fish,Hyporhamphus,Slender halfbeak,32,TL,pelagic-neritic,0,NA,elongated,NA,minor commercial,NA
Emmelichthys ruber,Chordata,Teleostei,Eupercaria incertae sedis,Emmelichthyidae,Emmelichthys,fish,Emmelichthys,Red rover,30,TL,demersal,100,200,elongated,oceanodromous,commercial,trawls
Howella atlantica,Chordata,Teleostei,Acropomatiformes,Howellidae,Howella,fish,Howella,Atlantic pelagic basslet,11,SL,bathypelagic,100,1800,Elongated,NA,NA,NA
Sprattus sprattus,Chordata,Teleostei,Clupeiformes,Clupeidae,Sprattus,fish,Sprattus,European sprat,16,SL,pelagic-neritic,10,150,fusiform / normal,oceanodromous,highly commercial,seines
Sagamichthys schnakenbecki,Chordata,Teleostei,Alepocephaliformes,Platytroctidae,Sagamichthys,fish,Sagamichthys,Schnakenbeck's searsid,27,SL,bathypelagic,365,1200,elongated,NA,NA,NA
Caristius macropus,Chordata,Teleostei,Scombriformes,Caristiidae,Caristius,fish,Caristius,Manefish,32,TL,bathypelagic,200,1450,short and / or deep,NA,of no interest,NA
Ophidion holbrookii,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,fish,Ophidion,Band cusk-eel,30,TL,reef-associated,0,75,elongated,NA,minor commercial,trawls
Ichthyapus ophioneus,Chordata,Teleostei,Anguilliformes,Ophichthidae,Ichthyapus,fish,Ichthyapus,Surf eel,45,TL,reef-associated,NA,35,eel-like,NA,NA,NA
Pleuronectes platessa,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,fish,Pleuronectes,European plaice,100,SL,demersal,0,200,short and / or deep,oceanodromous,highly commercial,seines
Parahollardia lineata,Chordata,Teleostei,Tetraodontiformes,Triacanthodidae,Parahollardia,fish,Parahollardia,Jambeau,20,TL,demersal,119,396,short and / or deep,NA,NA,NA
Lycodes seminudus,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes,fish,Lycodes,Longear eelpout,51.70000076293945,TL,bathydemersal,50,1400,elongated,NA,NA,NA
Paracanthurus hepatus,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Paracanthurus,fish,Paracanthurus,Palette surgeonfish,31,TL,reef-associated,2,40,short and / or deep,NA,commercial,NA
Cheilopogon exsiliens,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,fish,Cheilopogon,Bandwing flyingfish,30,TL,pelagic-oceanic,0,NA,elongated,oceanodromous,subsistence fisheries,NA
Schedophilus medusophagus,Chordata,Teleostei,Scombriformes,Centrolophidae,Schedophilus,fish,Schedophilus,Cornish blackfish,55,TL,pelagic-oceanic,200,358,fusiform / normal,NA,of no interest,NA
Tetragonurus cuvieri,Chordata,Teleostei,Scombriformes,Tetragonuridae,Tetragonurus,fish,Tetragonurus,Smalleye squaretail,70,TL,bathypelagic,1,800,elongated,oceanodromous,NA,trawls
Sciaenops ocellatus,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Sciaenops,fish,Sciaenops,Red drum,155,TL,demersal,10,NA,fusiform / normal,oceanodromous,minor commercial,seines
Clepticus parrae,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Clepticus,fish,Clepticus,Creole wrasse,30,TL,reef-associated,8,100,fusiform / normal, ,minor commercial, 
Symphurus nebulosus,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,fish,Symphurus,Freckled tonguefish,10,TL,bathydemersal,239,810,fusiform / normal,NA,NA,NA
Gigantura chuni,Chordata,Teleostei,Aulopiformes,Giganturidae,Gigantura,fish,Gigantura,Gigantura,15.600000381469727,SL,bathypelagic,NA,NA,elongated,NA,of no interest,NA
Bathysaurus mollis,Chordata,Teleostei,Aulopiformes,Bathysauridae,Bathysaurus,fish,Bathysaurus,Highfin lizardfish,78,SL,bathydemersal,1550,4903,elongated,NA,NA,NA
Fundulus confluentus,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,fish,Fundulus,Marsh killifish,8,TL,benthopelagic,0,NA,elongated,non-migratory,commercial,NA
Cheilopogon cyanopterus,Chordata,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,fish,Cheilopogon,Margined flyingfish,40,TL,pelagic-oceanic,0,20,elongated,oceanodromous,minor commercial,various gears
Halichoeres garnoti,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,fish,Halichoeres,Yellowhead wrasse,19.299999237060547,TL,reef-associated,2,80,fusiform / normal,NA,commercial,NA
Chaenophryne draco,Chordata,Teleostei,Lophiiformes,Oneirodidae,Chaenophryne,fish,Chaenophryne,Smooth dreamer,12.300000190734863,SL,bathypelagic,350,1750,short and / or deep,NA,NA,NA
Einara macrolepis,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Einara,fish,Einara,Loosescale smooth-head,22,SL,bathypelagic,1300,2000,elongated,NA,NA,NA
Jenkinsia lamprotaenia,Chordata,Teleostei,Clupeiformes,Spratelloididae,Jenkinsia,fish,Jenkinsia,Dwarf round herring,7.5,TL,reef-associated,0,50,fusiform / normal,NA,minor commercial,seines
Hypoplectrus puella,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus,fish,Hypoplectrus,Barred hamlet,15.239999771118164,TL,reef-associated,3,23,short and / or deep,NA,commercial,NA
Pagrus pagrus,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagrus,fish,Pagrus,Red porgy,91,TL,benthopelagic,0,250,fusiform / normal,oceanodromous,commercial,trawls
Lachnolaimus maximus,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Lachnolaimus,fish,Lachnolaimus,Hogfish,91,TL,reef-associated,3,30,short and / or deep, ,minor commercial,hooks and lines
Monopenchelys acuta,Chordata,Teleostei,Anguilliformes,Muraenidae,Monopenchelys,fish,Monopenchelys,Redface moray,20.899999618530273,TL,demersal,13,54,eel-like,NA,NA,NA
Diaphus holti,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,fish,Diaphus,Small lantern fish,7,SL,bathypelagic,40,777,fusiform / normal,oceanodromous,NA,NA
Lutjanus campechanus,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,fish,Lutjanus,Northern red snapper,100,TL,reef-associated,10,190,fusiform / normal,NA,commercial,trawls
Mycteroperca venenosa,Chordata,Teleostei,Perciformes,Epinephelidae,Mycteroperca,fish,Mycteroperca,Yellowfin grouper,100,TL,reef-associated,2,137,fusiform / normal,NA,highly commercial,traps
Stegastes variabilis,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,fish,Stegastes,Cocoa damselfish,12.5,TL,reef-associated,0,30,short and / or deep,non-migratory,commercial,NA
Lophogobius cyprinoides,Chordata,Teleostei,Gobiiformes,Gobiidae,Lophogobius,fish,Lophogobius,Crested goby,10,TL,demersal,NA,NA,fusiform / normal,amphidromous,NA,NA
Syngnathus springeri,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,fish,Syngnathus,Bull pipefish,38,TL,reef-associated,11,128,eel-like,NA,NA,NA
Hirundichthys speculiger,Chordata,Teleostei,Beloniformes,Exocoetidae,Hirundichthys,fish,Hirundichthys,Mirrorwing flyingfish,25.100000381469727,SL,pelagic-oceanic,0,NA,elongated,oceanodromous,minor commercial,NA
Peristedion truncatum,Chordata,Teleostei,Perciformes,Peristediidae,Peristedion,fish,Peristedion,Black armoured searobin,17,SL,bathydemersal,155,910,fusiform / normal,NA,NA,NA
Scorpaena plumieri,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaena,fish,Scorpaena,Spotted scorpionfish,45,TL,reef-associated,1,70,fusiform / normal,NA,minor commercial,hooks and lines
Sparisoma radians,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,fish,Sparisoma,Bucktooth parrotfish,20,TL,reef-associated,1,12,fusiform / normal,NA,of potential interest,NA
Ceratias uranoscopus,Chordata,Teleostei,Lophiiformes,Ceratiidae,Ceratias,fish,Ceratias,Stargazing seadevil,24,SL,bathypelagic,0,2091,other,NA,NA,NA
Syngnathus floridae,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,fish,Syngnathus,Dusky pipefish,26,TL,demersal,18,55,eel-like,NA,NA,NA
Eucinostomus havana,Chordata,Teleostei,Eupercaria incertae sedis,Gerreidae,Eucinostomus,fish,Eucinostomus,Bigeye mojarra,18,TL,demersal,0,45,fusiform / normal,NA,minor commercial,various gears
Amblycirrhitus pinos,Chordata,Teleostei,Centrarchiformes,Cirrhitidae,Amblycirrhitus,fish,Amblycirrhitus,Redspotted hawkfish,9.5,SL,reef-associated,2,46,fusiform / normal,NA,commercial,NA
Brotulotaenia crassa,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Brotulotaenia,fish,Brotulotaenia,Violet cuskeel,86,SL,bathypelagic,249,1100,elongated,NA,of no interest,NA
Ariosoma anale,Chordata,Teleostei,Anguilliformes,Congridae,Ariosoma,fish,Ariosoma,Longtrunk conger,36.29999923706055,TL,demersal,11,63,eel-like,NA,of no interest,NA
Conger triporiceps,Chordata,Teleostei,Anguilliformes,Congridae,Conger,fish,Conger,Manytooth conger,100,TL,reef-associated,3,55,eel-like,oceanodromous,subsistence fisheries,hooks and lines
Halichoeres radiatus,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres,fish,Halichoeres,Puddingwife wrasse,51,TL,reef-associated,2,55,fusiform / normal,NA,minor commercial,hooks and lines
Coryphopterus personatus,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus,fish,Coryphopterus,Masked goby,4,TL,reef-associated,3,46,fusiform / normal,NA,commercial,NA
Hyporhamphus meeki,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus,fish,Hyporhamphus,American halfbeak,20.899999618530273,SL,pelagic-neritic,0,NA,fusiform / normal,NA,NA,seines
Bolinichthys longipes,Chordata,Teleostei,Myctophiformes,Myctophidae,Bolinichthys,fish,Bolinichthys,Popeye lampfish,5,SL,bathypelagic,50,1021,fusiform / normal,oceanodromous,NA,NA
Bairdiella ronchus,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Bairdiella,fish,Bairdiella,Ground croaker,35,TL,demersal,16,40,short and / or deep,NA,commercial,trawls
Symphurus civitatum,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,fish,Symphurus,Offshore tonguefish,17,TL,demersal,1,73,short and / or deep,NA,NA,NA
Heteroconger longissimus,Chordata,Teleostei,Anguilliformes,Congridae,Heteroconger,fish,Heteroconger,Brown garden eel,51,TL,reef-associated,10,60,eel-like,non-migratory,NA,NA
Odontostomops normalops,Chordata,Teleostei,Aulopiformes,Evermannellidae,Odontostomops,fish,Odontostomops,Undistinguished sabretooth,12.300000190734863,SL,pelagic-oceanic,400,1000,elongated,NA,NA,NA
Bathypterois longipes,Chordata,Teleostei,Aulopiformes,Ipnopidae,Bathypterois,fish,Bathypterois,Abyssal spiderfish,24.899999618530273,SL,bathydemersal,2615,5610,Elongated,NA,NA,NA
Paraliparis bathybius,Chordata,Teleostei,Perciformes,Liparidae,Paraliparis,fish,Paraliparis,Black seasnail,25.299999237060547,SL,bathydemersal,20,4009,elongated,NA,NA,NA
Symphurus marginatus,Chordata,Teleostei,Pleuronectiformes,Cynoglossidae,Symphurus,fish,Symphurus,Margined tonguefish,14.600000381469727,SL,bathydemersal,37,750,fusiform / normal,NA,NA,NA
Bregmaceros houdei,Chordata,Teleostei,Gadiformes,Bregmacerotidae,Bregmaceros,fish,Bregmaceros,Stellate codlet,1.6399999856948853,SL,pelagic-neritic,NA,NA,elongated,NA,NA,NA
Dasyscopelus spinosus,Chordata,Teleostei,Myctophiformes,Myctophidae,Dasyscopelus,fish,Dasyscopelus,Spiny lantern fish,9,SL,bathypelagic,0,700,elongated,oceanodromous,NA,NA
Epigonus macrops,Chordata,Teleostei,Acropomatiformes,Epigonidae,Epigonus,fish,Epigonus,Luminous deepsea cardinalfish,21.200000762939453,SL,bathydemersal,550,1300,elongated,NA,NA,NA
Oxyporhamphus micropterus,Chordata,Teleostei,Beloniformes,Hemiramphidae,Oxyporhamphus,fish,Oxyporhamphus,Bigwing halfbeak,18.5,SL,pelagic-oceanic,0,1,elongated,oceanodromous,NA,various gears
Stegastes planifrons,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes,fish,Stegastes,Threespot damselfish,13,TL,reef-associated,1,30,short and / or deep,non-migratory,commercial,NA
Achirus lineatus,Chordata,Teleostei,Pleuronectiformes,Achiridae,Achirus,fish,Achirus,Lined sole,33.099998474121094,TL,demersal,1,20,short and / or deep,NA,commercial,NA
Chromis flavicauda,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Chromis,fish,Chromis,Cobalt chromis,7,SL,reef-associated,50,70,fusiform / normal,non-migratory,commercial,NA
Bathygobius soporator,Chordata,Teleostei,Gobiiformes,Gobiidae,Bathygobius,fish,Bathygobius,Frillfin goby,15,TL,demersal,0,16,elongated,non-migratory,of no interest, 
Melichthys niger,Chordata,Teleostei,Tetraodontiformes,Balistidae,Melichthys,fish,Melichthys,Black triggerfish,50,TL,reef-associated,0,75,short and / or deep,NA,minor commercial,various gears
Bascanichthys bascanium,Chordata,Teleostei,Anguilliformes,Ophichthidae,Bascanichthys,fish,Bascanichthys,Sooty eel,70,TL,demersal,0,27,eel-like,NA,NA,NA
Tylosurus crocodilus,Chordata,Teleostei,Beloniformes,Belonidae,Tylosurus,fish,Tylosurus,Hound needlefish,150,TL,reef-associated,0,13,elongated,oceanodromous,commercial,various gears
Oncorhynchus nerka,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,fish,Oncorhynchus,Sockeye salmon,84,TL,pelagic-oceanic,0,250,fusiform / normal,anadromous,highly commercial,seines
Entomacrodus textilis,Chordata,Teleostei,Blenniiformes,Blenniidae,Entomacrodus,fish,Entomacrodus,Textile blenny,6,SL,reef-associated,0,1,elongated,NA,NA,NA
