#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV6218	order	Helotiales	Fungi	Ascomycota	Leotiomycetes	Helotiales	no identification	no identification	no identification	lca
ASV6230	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6242	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	best hit
ASV6243	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV6250	species	Penicillium verrucosum	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium verrucosum	best hit
ASV6257	species	Ophyiulus pilosus	Eukaryota	Arthropoda	Diplopoda	Julida	Julidae	Ophyiulus	Ophyiulus pilosus	best hit
ASV6258	species	Leptophlebia sp. BOLD:AAX5673	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae	Leptophlebia	Leptophlebia sp. BOLD:AAX5673	best hit
ASV626	species	Coccotylus truncatus	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Phyllophoraceae	Coccotylus	Coccotylus truncatus	best hit
ASV6263	species	Tergipes tergipes	Eukaryota	Mollusca	Gastropoda	Nudibranchia	Tergipedidae	Tergipes	Tergipes tergipes	best hit
ASV6265	species	Polysiphonia sp. _1stricta	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia	Polysiphonia sp. _1stricta	best hit
ASV627	species	Halioglobus sp. Uisw_031	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	Halioglobus sp. Uisw_031	lca
ASV6275	species	Ephemerella invaria	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella invaria	best hit
ASV6278	species	Mytilus trossulus	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus	best hit
ASV628	species	Pseudocalanus sp. KLMPC092-09	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus sp. KLMPC092-09	best hit
ASV6280	species	Membranipora membranacea	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	Membranipora membranacea	best hit
ASV6297	species	uncultured marine bacterium 582	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured marine bacterium 582	best hit
ASV630	species	Pherusa affinis	Eukaryota	Annelida	Polychaeta	Terebellida	Flabelligeridae	Pherusa	Pherusa affinis	best hit
ASV6303	species	Oceanospirillales sp. Uisw_056	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	unknown family	unknown genus	Oceanospirillales sp. Uisw_056	best hit
ASV6306	species	Maribacter sp. R86514	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. R86514	lca
ASV6314	species	Myriotrichia clavaeformis	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	Myriotrichia	Myriotrichia clavaeformis	best hit
ASV6321	species	Micromonas pusilla	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	best hit
ASV6326	species	Eurychasma dicksonii	Eukaryota	Oomycota	unknown class	Myzocytiopsidales	Eurychasmataceae	Eurychasma	Eurychasma dicksonii	lca
ASV6332	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6338	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	lca
ASV634	species	Tortanus discaudatus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Tortanidae	Tortanus	Tortanus discaudatus	best hit
ASV6342	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	best hit
ASV6349	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	best hit
ASV6362	genus	Phialocephala	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	no identification	lca
ASV6365	species	Pseudostephanoeca paucicostata	Eukaryota	Choanoflagellata	Choanoflagellata	Acanthoecida	Stephanoecidae	Pseudostephanoeca	Pseudostephanoeca paucicostata	best hit
ASV6368	species	Aphanomyces salsuginosus	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces salsuginosus	lca
ASV6371	species	Lumbricus aff. rubellus L2	Eukaryota	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus	Lumbricus aff. rubellus L2	best hit
ASV6372	species	Korotnevella stella	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella stella	lca
ASV6374	species	Paralia sulcata	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Paraliales	Paraliaceae	Paralia	Paralia sulcata	best hit
ASV6387	species	Newbya oligocantha	Eukaryota	Oomycota	unknown class	Saprolegniales	Saprolegniaceae	Newbya	Newbya oligocantha	lca
ASV6388	species	Leptodiaptomus minutus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Diaptomidae	Leptodiaptomus	Leptodiaptomus minutus	best hit
ASV6389	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV6390	species	Emiliania huxleyi	Eukaryota	Haptophyta	unknown class	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	best hit
ASV6392	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV6395	species	Globisporangium alternatum	Eukaryota	Oomycota	unknown class	Pythiales	Pythiaceae	Globisporangium	Globisporangium alternatum	best hit
ASV6397	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	lca
ASV64	species	Paracalanidae sp. Para1GSL26	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	unknown genus	Paracalanidae sp. Para1GSL26	best hit
ASV6400	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6403	genus	Flavobacterium	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	no identification	lca
ASV6408	species	Chordaria chordaeformis	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	Chordaria	Chordaria chordaeformis	best hit
ASV6410	species	Drunella cornutella	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae	Drunella	Drunella cornutella	best hit
ASV6415	genus	Polaribacter	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	no identification	lca
ASV6426	species	Nothria conchylega CMC02	Eukaryota	Annelida	Polychaeta	Eunicida	Onuphidae	Nothria	Nothria conchylega CMC02	best hit
ASV6429	species	Halopsis ocellata	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Mitrocomidae	Halopsis	Halopsis ocellata	best hit
ASV6430	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6440	species	Varicosporium sp.	Fungi	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae	Varicosporium	Varicosporium sp.	lca
ASV6445	species	Arachnida sp. BOLD:ACI5923	Eukaryota	Arthropoda	Arachnida	unknown order	unknown family	unknown genus	Arachnida sp. BOLD:ACI5923	lca
ASV6453	species	Flavobacterium sp. N2820	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. N2820	best hit
ASV6463	species	Cylindrotheca closterium	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	lca
ASV647	species	Fridericia perrieri complex sp. CEB	Eukaryota	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Fridericia	Fridericia perrieri complex sp. CEB	best hit
ASV6474	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6475	species	Acartia tonsa	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia tonsa	best hit
ASV649	species	Chloroparvula pacifica	Viridiplantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula pacifica	best hit
ASV6493	species	Arachnida sp. BOLD:ACI5923	Eukaryota	Arthropoda	Arachnida	unknown order	unknown family	unknown genus	Arachnida sp. BOLD:ACI5923	lca
ASV6498	species	Cylindrotheca closterium	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	lca
ASV6500	species	Taenionema atlanticum	Eukaryota	Arthropoda	Insecta	Plecoptera	Taeniopterygidae	Taenionema	Taenionema atlanticum	best hit
ASV6501	species	Orthocladiinae sp. BOLD-2016	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	unknown genus	Orthocladiinae sp. BOLD-2016	best hit
ASV6504	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	best hit
ASV651	species	Korotnevella stella	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella stella	best hit
ASV6522	species	Eurylophella bicoloroides	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae	Eurylophella	Eurylophella bicoloroides	best hit
ASV6528	species	Calliopius laeviusculus	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Calliopiidae	Calliopius	Calliopius laeviusculus	best hit
ASV6542	species	Korotnevella sp. 1	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Korotnevella	Korotnevella sp. 1	lca
ASV6544	species	Pylaiella littoralis	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Acinetosporaceae	Pylaiella	Pylaiella littoralis	best hit
ASV6554	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV6559	species	Protoceratium reticulatum	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Protoceratiaceae	Protoceratium	Protoceratium reticulatum	best hit
ASV6562	species	Ladislavella elodes	Eukaryota	Mollusca	Gastropoda	unknown order	Lymnaeidae	Ladislavella	Ladislavella elodes	best hit
ASV657	species	Calycella syringa	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Calycella	Calycella syringa	best hit
ASV6572	species	Lepidostoma pictile	Eukaryota	Arthropoda	Insecta	Trichoptera	Lepidostomatidae	Lepidostoma	Lepidostoma pictile	best hit
ASV6585	species	Phaeocystis antarctica	Eukaryota	Haptophyta	unknown class	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis antarctica	lca
ASV6592	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6594	species	Sialis velata	Eukaryota	Arthropoda	Insecta	Megaloptera	Sialidae	Sialis	Sialis velata	best hit
ASV6595	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	best hit
ASV660	species	Chrysochromulina tobinii	Eukaryota	Haptophyta	unknown class	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina tobinii	lca
ASV6604	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV6605	species	Calycella syringa	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Calycella	Calycella syringa	best hit
ASV6627	species	Metylophorus novaescotiae	Eukaryota	Arthropoda	Insecta	Psocoptera	Psocidae	Metylophorus	Metylophorus novaescotiae	best hit
ASV6628	species	Paraleptophlebia mollis	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae	Paraleptophlebia	Paraleptophlebia mollis	best hit
ASV6644	species	Scolecithricella minor	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Scolecitrichidae	Scolecithricella	Scolecithricella minor	best hit
ASV6647	species	Scolecithricella minor	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Scolecitrichidae	Scolecithricella	Scolecithricella minor	best hit
ASV6649	species	Spiophanes cf. kroyeri VVP-2020	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Spiophanes	Spiophanes cf. kroyeri VVP-2020	lca
ASV6654	species	Pelagomonas calceolata	Eukaryota	Pelagophyceae	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonas	Pelagomonas calceolata	lca
ASV6659	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV666	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6661	species	Corymorpha pendula	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Corymorphidae	Corymorpha	Corymorpha pendula	best hit
ASV6664	kingdom	Eukaryota	Eukaryota	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV6665	species	Paraleptophlebia adoptiva	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae	Paraleptophlebia	Paraleptophlebia adoptiva	best hit
ASV667	class	unknown class	Eukaryota	Oomycota	unknown class	no identification	no identification	no identification	no identification	lca
ASV6680	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6696	species	Takayama acrotrocha	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama acrotrocha	best hit
ASV6697	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6699	genus	Leohumicola	Fungi	Ascomycota	Leotiomycetes	unknown order	unknown family	Leohumicola	no identification	lca
ASV67	species	Temora longicornis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	Temora	Temora longicornis	best hit
ASV6716	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV6720	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV6730	species	Allocapnia nivicola	Eukaryota	Arthropoda	Insecta	Plecoptera	Capniidae	Allocapnia	Allocapnia nivicola	best hit
ASV6736	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6744	species	uncultured Kareniaceae	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	unknown genus	uncultured Kareniaceae	best hit
ASV6746	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6747	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	best hit
ASV6750	species	Ophiopholis aculeata	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiactidae	Ophiopholis	Ophiopholis aculeata	best hit
ASV6754	species	Coelopa frigida	Eukaryota	Arthropoda	Insecta	Diptera	Coelopidae	Coelopa	Coelopa frigida	best hit
ASV6761	species	Ahnfeltia plicata	Eukaryota	Rhodophyta	Florideophyceae	Ahnfeltiales	Ahnfeltiaceae	Ahnfeltia	Ahnfeltia plicata	best hit
ASV6768	species	Emiliania huxleyi	Eukaryota	Haptophyta	unknown class	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	best hit
ASV6775	class	Hexanauplia	Eukaryota	Arthropoda	Hexanauplia	no identification	no identification	no identification	no identification	lca
ASV6779	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV6786	species	Picobiliphyte sp. MS584-11	Eukaryota	Picozoa	unknown class	unknown order	unknown family	unknown genus	Picobiliphyte sp. MS584-11	lca
ASV6787	species	Neoceratium tripos	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Ceratiaceae	Neoceratium	Neoceratium tripos	best hit
ASV6788	class	Eurotatoria	Eukaryota	Rotifera	Eurotatoria	no identification	no identification	no identification	no identification	lca
ASV6790	species	Paraleptophlebia sp. IT SS-2012	Eukaryota	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae	Paraleptophlebia	Paraleptophlebia sp. IT SS-2012	best hit
ASV6794	species	Echinarachnius parma	Eukaryota	Echinodermata	Echinoidea	Clypeasteroida	Echinarachniidae	Echinarachnius	Echinarachnius parma	best hit
ASV6795	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV6798	species	uncultured Oomycota	Eukaryota	Oomycota	unknown class	unknown order	unknown family	unknown genus	uncultured Oomycota	lca
ASV6803	species	Clione limacina	Eukaryota	Mollusca	Gastropoda	Pteropoda	Clionidae	Clione	Clione limacina	best hit
ASV6817	species	Rhodomela lycopodioides	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Rhodomela	Rhodomela lycopodioides	best hit
ASV6830	genus	Ripella	Eukaryota	Discosea	Flabellinia	unknown order	Vannellidae	Ripella	no identification	lca
ASV6831	species	Myriogramme sp. 1Tris	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Myriogramme	Myriogramme sp. 1Tris	lca
ASV6832	species	Heterotrioza chenopodii	Eukaryota	Arthropoda	Insecta	Hemiptera	Triozidae	Heterotrioza	Heterotrioza chenopodii	best hit
ASV684	species	Spiophanes cf. kroyeri VVP-2020	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Spiophanes	Spiophanes cf. kroyeri VVP-2020	best hit
ASV6846	genus	Pseudochattonella	Eukaryota	Dictyochophyceae	Dictyochophyceae	Florenciellales	unknown family	Pseudochattonella	no identification	lca
ASV6849	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	best hit
ASV6852	species	Melanothamnus harveyi	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Melanothamnus	Melanothamnus harveyi	best hit
ASV6853	species	Orthocladiinae sp. BIOUG15057-B06	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	unknown genus	Orthocladiinae sp. BIOUG15057-B06	best hit
ASV6858	species	Chrysochromulina tobinii	Eukaryota	Haptophyta	unknown class	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina tobinii	lca
ASV6863	species	Membranipora membranacea	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	Membranipora membranacea	best hit
ASV6866	species	Urophycis chuss	Eukaryota	Chordata	Actinopteri	Gadiformes	Phycidae	Urophycis	Urophycis chuss	best hit
ASV6868	species	Berkeleya fennica	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Berkeleyaceae	Berkeleya	Berkeleya fennica	lca
ASV6869	class	unknown class	Eukaryota	Oomycota	unknown class	no identification	no identification	no identification	no identification	lca
ASV688	species	Lumbricus aff. rubellus L2	Eukaryota	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus	Lumbricus aff. rubellus L2	best hit
ASV6884	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV6896	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV6916	species	Electra pilosa	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Electridae	Electra	Electra pilosa	best hit
ASV692	species	Phryganea cinerea	Eukaryota	Arthropoda	Insecta	Trichoptera	Phryganeidae	Phryganea	Phryganea cinerea	best hit
ASV6922	genus	Cochliopodium	Eukaryota	Discosea	unknown class	Himatismenida	Cochliopodiidae	Cochliopodium	no identification	lca
ASV6926	species	Cladosiphon sp. _1NFLD	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Chordariaceae	Cladosiphon	Cladosiphon sp. _1NFLD	best hit
ASV6927	class	unknown class	Eukaryota	Oomycota	unknown class	no identification	no identification	no identification	no identification	lca
ASV6929	species	Pleuromamma borealis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Pleuromamma	Pleuromamma borealis	best hit
ASV6931	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV6933	species	Cymbella tumida	Eukaryota	Bacillariophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	Cymbella tumida	lca
ASV694	species	Pseudochattonella farcimen	Eukaryota	Dictyochophyceae	Dictyochophyceae	Florenciellales	unknown family	Pseudochattonella	Pseudochattonella farcimen	best hit
ASV6942	species	Dictyocha speculum	Eukaryota	Dictyochophyceae	Dictyochophyceae	Dictyochales	Dictyochaceae	Dictyocha	Dictyocha speculum	best hit
ASV6949	class	unknown class	Eukaryota	Oomycota	unknown class	no identification	no identification	no identification	no identification	lca
ASV6952	species	Synchaeta gyrina	Eukaryota	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta gyrina	lca
ASV6959	species	Nitzschia cf. promare	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia cf. promare	lca
ASV696	species	Coccotylus truncatus	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Phyllophoraceae	Coccotylus	Coccotylus truncatus	best hit
ASV6960	species	Ophelina acuminata CMC01	Eukaryota	Annelida	Polychaeta	unknown order	Opheliidae	Ophelina	Ophelina acuminata CMC01	best hit
ASV6968	species	Orthocladiinae sp. JSDIP429-10	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	unknown genus	Orthocladiinae sp. JSDIP429-10	best hit
ASV6969	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV697	species	Nanomia cara	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Nanomia	Nanomia cara	best hit
ASV6971	species	Ophiopholis aculeata	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiactidae	Ophiopholis	Ophiopholis aculeata	best hit
ASV6979	species	Tipula oleracea	Eukaryota	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula oleracea	best hit
ASV6992	species	Hematodinium sp.	Eukaryota	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	Hematodinium sp.	lca
ASV6994	species	Obelia dichotoma	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Obeliidae	Obelia	Obelia dichotoma	best hit
ASV6998	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV7	species	Emiliania huxleyi	Eukaryota	Haptophyta	unknown class	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi	best hit
ASV70	species	Megaptera novaeangliae	Eukaryota	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	Megaptera novaeangliae	best hit
ASV7005	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV7013	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	lca
ASV7014	species	Ctenodiscus crispatus	Eukaryota	Echinodermata	Asteroidea	Paxillosida	Ctenodiscidae	Ctenodiscus	Ctenodiscus crispatus	best hit
ASV7019	species	Eubranchus exiguus	Eukaryota	Mollusca	Gastropoda	Nudibranchia	Eubranchidae	Eubranchus	Eubranchus exiguus	best hit
ASV7020	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV7021	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	best hit
ASV7024	species	Mytilus edulis	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus edulis	best hit
ASV7026	class	Leotiomycetes	Fungi	Ascomycota	Leotiomycetes	no identification	no identification	no identification	no identification	lca
ASV7027	genus	Tetracladium	Fungi	Ascomycota	Leotiomycetes	Helotiales	unknown family	Tetracladium	no identification	lca
ASV7034	species	Cylindrotheca closterium	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	lca
ASV7036	species	Calanus finmarchicus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus finmarchicus	best hit
ASV7037	species	Pseudocalanus newmani	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani	lca
ASV7038	species	Maribacter sp. R86514	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. R86514	lca
ASV7044	species	Pseudocalanus mimus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus	lca
ASV7048	species	Mytilus trossulus	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus trossulus	best hit
ASV705	species	Scytosiphon lomentaria	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Scytosiphon	Scytosiphon lomentaria	best hit
ASV7057	species	Petalonia tenella	Eukaryota	Phaeophyceae	Phaeophyceae	Ectocarpales	Scytosiphonaceae	Petalonia	Petalonia tenella	best hit
ASV7058	species	Nicolea zostericola	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Nicolea	Nicolea zostericola	best hit
ASV7059	species	Minutocellus polymorphus	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	best hit
ASV7065	species	Nicolea zostericola	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Nicolea	Nicolea zostericola	best hit
ASV7076	species	Leptodiaptomus minutus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Diaptomidae	Leptodiaptomus	Leptodiaptomus minutus	best hit
ASV7089	species	Urophycis chuss	Eukaryota	Chordata	Actinopteri	Gadiformes	Phycidae	Urophycis	Urophycis chuss	best hit
